pidp,wave,sex,age,partner,degree,inc4,owner,gor_dv
89015409,Wave 5,female,54,Partner,No degree,Lowest 25%,Owner,Scotland
89037165,Wave 5,female,52,Partner,Degree,Highest 25%,Owner,Scotland
89037169,Wave 5,male,55,Partner,No degree,Lowest 25%,Owner,Scotland
89052805,Wave 5,female,35,No partner,Degree,Highest 25%,Owner,Scotland
89082725,Wave 5,female,89,No partner,No degree,Lowest 25%,Not owner,Scotland
89095645,Wave 5,female,34,Partner,Degree,Highest 25%,Owner,Scotland
89096329,Wave 5,female,38,Partner,No degree,3,Not owner,Scotland
89096333,Wave 5,male,16,No partner,No degree,Lowest 25%,Not owner,Scotland
89096325,Wave 5,male,45,Partner,No degree,3,Not owner,Scotland
89099729,Wave 5,female,30,No partner,No degree,Highest 25%,Not owner,Scotland
89099725,Wave 5,male,34,No partner,No degree,Lowest 25%,Not owner,Scotland
89120125,Wave 5,female,66,No partner,No degree,2,Owner,Scotland
89124213,Wave 5,male,16,No partner,No degree,Lowest 25%,Not owner,Scotland
89124205,Wave 5,female,48,Partner,Degree,Highest 25%,Owner,Scotland
89124209,Wave 5,male,49,Partner,Missing,Highest 25%,Owner,Scotland
89129653,Wave 5,male,20,No partner,No degree,Lowest 25%,Not owner,Scotland
89129649,Wave 5,male,54,Partner,Degree,Highest 25%,Owner,Scotland
89129645,Wave 5,female,52,Partner,Degree,Lowest 25%,Owner,Scotland
89129657,Wave 5,male,17,No partner,No degree,Lowest 25%,Not owner,Scotland
89129713,Wave 5,male,22,No partner,No degree,Lowest 25%,Not owner,Scotland
105651762,Wave 5,male,23,No partner,No degree,Lowest 25%,Not owner,Scotland
105651722,Wave 5,male,22,No partner,No degree,Lowest 25%,Not owner,Scotland
89131689,Wave 5,female,46,Partner,Degree,3,Owner,Scotland
89131685,Wave 5,male,44,Partner,Degree,Highest 25%,Owner,Scotland
89148685,Wave 5,female,49,No partner,Degree,3,Owner,Scotland
89148689,Wave 5,female,19,No partner,No degree,2,Not owner,Scotland
89153445,Wave 5,female,50,No partner,Degree,3,Owner,Scotland
89212605,Wave 5,female,48,No partner,No degree,2,Not owner,Scotland
89222805,Wave 5,female,31,No partner,No degree,2,Not owner,Scotland
89267005,Wave 5,female,79,No partner,Degree,Lowest 25%,Owner,Scotland
89271765,Wave 5,male,42,Partner,No degree,Highest 25%,Owner,South East
89271769,Wave 5,female,39,Partner,No degree,Highest 25%,Owner,South East
89272445,Wave 5,female,25,No partner,No degree,Lowest 25%,Not owner,Scotland
89292849,Wave 5,male,60,Partner,No degree,Highest 25%,Owner,Scotland
89292845,Wave 5,female,59,Partner,Degree,Lowest 25%,Owner,Scotland
89296245,Wave 5,female,33,No partner,Degree,Highest 25%,Owner,Scotland
89300329,Wave 5,female,48,No partner,No degree,3,Owner,Scotland
89300325,Wave 5,male,41,No partner,No degree,Highest 25%,Owner,Scotland
89303729,Wave 5,male,29,Partner,No degree,Highest 25%,Owner,Scotland
89303725,Wave 5,female,26,Partner,Degree,Highest 25%,Owner,Scotland
89352689,Wave 5,male,35,No partner,Degree,Highest 25%,Not owner,London
89352685,Wave 5,female,32,No partner,Degree,Highest 25%,Not owner,London
89355409,Wave 5,female,44,Partner,Degree,Highest 25%,Owner,Scotland
89355405,Wave 5,male,44,Partner,Degree,Highest 25%,Owner,Scotland
89358125,Wave 5,male,49,Partner,No degree,Highest 25%,Owner,Scotland
89358129,Wave 5,female,47,Partner,Degree,Highest 25%,Owner,Scotland
89364245,Wave 5,male,65,No partner,Degree,3,Missing,Scotland
89371049,Wave 5,male,40,Partner,No degree,Highest 25%,Owner,Scotland
89371045,Wave 5,female,42,Partner,No degree,2,Owner,Scotland
89372405,Wave 5,female,78,No partner,No degree,2,Not owner,Scotland
89381245,Wave 5,female,39,No partner,Degree,2,Owner,Scotland
89392129,Wave 5,female,37,Partner,Degree,3,Owner,Scotland
89392125,Wave 5,male,36,Partner,No degree,3,Owner,Scotland
89413885,Wave 5,male,34,No partner,No degree,Highest 25%,Owner,Scotland
89454689,Wave 5,female,65,No partner,No degree,2,Owner,Scotland
89454685,Wave 5,male,76,No partner,No degree,Highest 25%,Owner,Scotland
91810889,Wave 5,female,29,Partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
91810885,Wave 5,male,29,Partner,No degree,3,Owner,Yorkshire and the Humber
95214285,Wave 5,male,79,Partner,No degree,2,Not owner,Northern Ireland
95214289,Wave 5,female,76,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
95252369,Wave 5,female,67,Partner,No degree,2,Owner,Northern Ireland
95252365,Wave 5,male,64,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95252373,Wave 5,male,34,Partner,No degree,Highest 25%,Owner,Northern Ireland
95263245,Wave 5,male,73,No partner,No degree,3,Owner,Northern Ireland
95277529,Wave 5,female,72,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95277525,Wave 5,male,76,Partner,No degree,2,Owner,Northern Ireland
95278885,Wave 5,female,29,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
95278889,Wave 5,male,36,Partner,No degree,3,Not owner,Northern Ireland
95286365,Wave 5,female,35,Partner,No degree,3,Owner,Northern Ireland
95286369,Wave 5,male,32,Partner,No degree,3,Owner,Northern Ireland
95326489,Wave 5,female,36,Partner,No degree,2,Owner,Northern Ireland
95326485,Wave 5,male,39,Partner,Degree,Highest 25%,Owner,Northern Ireland
95326493,Wave 5,male,16,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
95336689,Wave 5,female,65,Partner,No degree,2,Owner,Northern Ireland
95556325,Wave 5,male,73,No partner,No degree,3,Owner,Northern Ireland
95582165,Wave 5,female,69,No partner,No degree,2,Owner,Northern Ireland
95654249,Wave 5,female,39,Partner,No degree,3,Owner,Northern Ireland
95654245,Wave 5,male,43,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95665809,Wave 5,female,65,No partner,No degree,2,Owner,Northern Ireland
95673285,Wave 5,male,45,Partner,No degree,3,Owner,Northern Ireland
95673289,Wave 5,female,43,Partner,Degree,Highest 25%,Owner,Northern Ireland
95680777,Wave 5,male,23,No partner,Degree,Lowest 25%,Not owner,Northern Ireland
95680769,Wave 5,male,56,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95680785,Wave 5,male,19,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
95680765,Wave 5,female,56,Partner,Degree,Lowest 25%,Owner,Northern Ireland
95680773,Wave 5,male,24,No partner,No degree,2,Not owner,North West
95682805,Wave 5,female,64,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95682809,Wave 5,male,70,Partner,No degree,2,Owner,Northern Ireland
95727689,Wave 5,female,52,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
95809969,Wave 5,female,45,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95905849,Wave 5,male,38,Partner,No degree,3,Not owner,Northern Ireland
95905845,Wave 5,female,33,Partner,No degree,3,Not owner,Northern Ireland
95975209,Wave 5,female,55,Partner,Degree,Highest 25%,Owner,Northern Ireland
95986093,Wave 5,male,17,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
96088769,Wave 5,female,47,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
96088777,Wave 5,male,22,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
96088773,Wave 5,female,28,No partner,Degree,3,Not owner,Northern Ireland
96088765,Wave 5,male,50,Partner,Degree,3,Not owner,Northern Ireland
96135689,Wave 5,female,65,Partner,Degree,Lowest 25%,Owner,Northern Ireland
96139085,Wave 5,male,27,No partner,Degree,2,Not owner,Northern Ireland
96140453,Wave 5,male,21,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
96140449,Wave 5,female,41,Partner,No degree,3,Not owner,Northern Ireland
96140457,Wave 5,male,19,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
96140445,Wave 5,male,42,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
96146565,Wave 5,female,35,No partner,Degree,Highest 25%,Owner,Northern Ireland
96286645,Wave 5,male,87,No partner,No degree,3,Not owner,Northern Ireland
96291409,Wave 5,female,75,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
96291405,Wave 5,male,73,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
95231965,Wave 5,female,80,No partner,No degree,3,Owner,Northern Ireland
95328529,Wave 5,male,67,Partner,Missing,2,Owner,Northern Ireland
95328525,Wave 5,female,70,Partner,No degree,2,Owner,Northern Ireland
95331929,Wave 5,female,68,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95331925,Wave 5,male,76,Partner,No degree,2,Owner,Northern Ireland
95333973,Wave 5,male,34,No partner,No degree,3,Not owner,Northern Ireland
95333969,Wave 5,female,62,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95333965,Wave 5,male,58,Partner,No degree,2,Owner,Northern Ireland
95376805,Wave 5,female,89,No partner,No degree,3,Owner,Northern Ireland
95410125,Wave 5,male,74,Partner,Degree,3,Owner,Northern Ireland
95410129,Wave 5,female,68,Partner,Degree,2,Owner,Northern Ireland
95416929,Wave 5,male,19,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
95416925,Wave 5,female,38,No partner,No degree,3,Not owner,Northern Ireland
95433929,Wave 5,female,47,Partner,Degree,3,Not owner,Northern Ireland
95433933,Wave 5,male,18,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
95433925,Wave 5,male,47,Partner,Degree,Highest 25%,Not owner,Northern Ireland
95495125,Wave 5,female,68,Partner,No degree,2,Not owner,Northern Ireland
95495129,Wave 5,male,64,Partner,Missing,Lowest 25%,Not owner,Northern Ireland
95503965,Wave 5,female,78,No partner,No degree,3,Not owner,Northern Ireland
95555645,Wave 5,female,34,Partner,Degree,3,Owner,Northern Ireland
163564485,Wave 5,female,43,No partner,No degree,3,Owner,Northern Ireland
95570609,Wave 5,female,62,Partner,Degree,Highest 25%,Owner,Northern Ireland
95570605,Wave 5,male,59,Partner,No degree,Highest 25%,Owner,Northern Ireland
95575365,Wave 5,female,37,Partner,No degree,3,Owner,Northern Ireland
95575369,Wave 5,male,40,Partner,No degree,3,Owner,Northern Ireland
95669889,Wave 5,female,69,No partner,No degree,2,Owner,Northern Ireland
95679405,Wave 5,female,56,No partner,No degree,2,Not owner,Northern Ireland
95730405,Wave 5,male,65,Partner,No degree,2,Not owner,Northern Ireland
95730409,Wave 5,female,64,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
95736533,Wave 5,male,16,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
95736529,Wave 5,female,50,Partner,Degree,Highest 25%,Owner,Northern Ireland
95736525,Wave 5,male,52,Partner,Degree,3,Owner,Northern Ireland
95740609,Wave 5,female,45,Partner,No degree,Highest 25%,Owner,Northern Ireland
95740605,Wave 5,male,42,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95749445,Wave 5,male,64,No partner,No degree,2,Owner,Northern Ireland
95750805,Wave 5,male,38,Partner,No degree,Highest 25%,Owner,Northern Ireland
95750809,Wave 5,female,38,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95756929,Wave 5,female,55,Partner,No degree,2,Not owner,Northern Ireland
95756937,Wave 5,male,24,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
95756941,Wave 5,male,22,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
95756925,Wave 5,male,58,Partner,No degree,2,Not owner,Northern Ireland
108997962,Wave 5,male,39,Partner,Degree,Highest 25%,Not owner,Northern Ireland
95756933,Wave 5,female,34,Partner,No degree,3,Not owner,Northern Ireland
95774605,Wave 5,female,71,No partner,No degree,2,Not owner,Northern Ireland
95774609,Wave 5,female,39,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
95802489,Wave 5,female,68,Partner,Degree,3,Owner,Northern Ireland
95802485,Wave 5,male,64,Partner,Degree,Highest 25%,Owner,Northern Ireland
95806565,Wave 5,male,60,Partner,No degree,3,Owner,Northern Ireland
95806569,Wave 5,female,59,Partner,No degree,2,Owner,Northern Ireland
95833765,Wave 5,male,68,Partner,No degree,3,Owner,Northern Ireland
95833769,Wave 5,female,67,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95839205,Wave 5,female,45,No partner,No degree,3,Owner,Northern Ireland
95860965,Wave 5,male,91,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95860969,Wave 5,female,88,Partner,No degree,2,Owner,Northern Ireland
95965685,Wave 5,male,79,Partner,No degree,2,Owner,Northern Ireland
95965689,Wave 5,female,66,Partner,No degree,Lowest 25%,Owner,Northern Ireland
95968405,Wave 5,female,34,Partner,No degree,Highest 25%,Owner,Northern Ireland
95972485,Wave 5,male,45,No partner,No degree,3,Owner,Northern Ireland
95979965,Wave 5,male,65,Partner,Missing,Lowest 25%,Missing,Northern Ireland
95979969,Wave 5,female,63,Partner,No degree,Lowest 25%,Missing,Northern Ireland
96014645,Wave 5,male,82,No partner,No degree,2,Owner,Northern Ireland
96025525,Wave 5,female,58,Partner,No degree,Lowest 25%,Owner,Northern Ireland
96029609,Wave 5,female,44,Partner,No degree,Lowest 25%,Owner,Northern Ireland
96029605,Wave 5,male,43,Partner,No degree,3,Owner,Northern Ireland
96029613,Wave 5,female,21,No partner,No degree,3,Not owner,Northern Ireland
96048645,Wave 5,female,25,No partner,No degree,3,Not owner,Northern Ireland
96051365,Wave 5,female,42,No partner,No degree,Highest 25%,Owner,Northern Ireland
96051373,Wave 5,female,18,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
96051369,Wave 5,male,20,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
96077885,Wave 5,male,47,Partner,Degree,Highest 25%,Owner,Northern Ireland
96077889,Wave 5,female,41,Partner,No degree,3,Owner,Northern Ireland
96115285,Wave 5,male,59,Partner,No degree,3,Owner,Northern Ireland
96115293,Wave 5,female,20,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
96115289,Wave 5,female,50,Partner,No degree,2,Owner,Northern Ireland
96125485,Wave 5,male,50,No partner,No degree,Highest 25%,Not owner,Northern Ireland
96145205,Wave 5,male,66,Partner,No degree,2,Owner,Northern Ireland
96145209,Wave 5,female,67,Partner,No degree,2,Owner,Northern Ireland
96157445,Wave 5,male,65,Partner,No degree,2,Owner,Northern Ireland
96157449,Wave 5,female,70,Partner,No degree,Lowest 25%,Owner,Northern Ireland
96160173,Wave 5,female,17,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
96160165,Wave 5,female,41,No partner,No degree,3,Owner,Northern Ireland
96160169,Wave 5,female,18,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
96173089,Wave 5,female,61,Partner,No degree,2,Owner,Northern Ireland
96188725,Wave 5,female,67,No partner,No degree,Lowest 25%,Owner,Northern Ireland
96196273,Wave 5,female,23,No partner,Missing,2,Not owner,Northern Ireland
96198929,Wave 5,female,28,No partner,Degree,3,Owner,Northern Ireland
96198925,Wave 5,male,28,No partner,Degree,Highest 25%,Owner,Northern Ireland
96200965,Wave 5,male,62,Partner,Missing,3,Owner,Northern Ireland
96200969,Wave 5,female,60,Partner,No degree,2,Owner,Northern Ireland
96206413,Wave 5,female,16,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
96206409,Wave 5,female,43,Partner,No degree,3,Owner,Northern Ireland
96206405,Wave 5,male,45,Partner,No degree,3,Owner,Northern Ireland
96208449,Wave 5,female,48,Partner,Degree,Highest 25%,Owner,Northern Ireland
96208445,Wave 5,male,49,Partner,Degree,Highest 25%,Owner,Northern Ireland
96208453,Wave 5,male,18,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
96314529,Wave 5,female,81,No partner,No degree,2,Owner,Northern Ireland
96314525,Wave 5,male,60,No partner,No degree,Lowest 25%,Owner,Northern Ireland
69866607,Wave 5,female,31,Partner,No degree,3,Owner,East Midlands
69866611,Wave 5,male,40,Partner,No degree,Lowest 25%,Owner,East Midlands
70087607,Wave 5,female,35,No partner,Degree,3,Not owner,East Midlands
136003407,Wave 5,female,40,No partner,No degree,3,Not owner,North East
136006968,Wave 5,male,40,No partner,No degree,Highest 25%,Not owner,North East
136006127,Wave 5,male,82,Partner,No degree,2,Owner,North East
136006131,Wave 5,female,77,Partner,No degree,Lowest 25%,Owner,North East
136007491,Wave 5,male,73,Partner,No degree,Lowest 25%,Owner,North East
136007487,Wave 5,female,72,Partner,No degree,2,Owner,North East
136008847,Wave 5,male,35,Partner,No degree,Highest 25%,Not owner,North East
136008851,Wave 5,female,28,Partner,No degree,Lowest 25%,Not owner,North East
136010887,Wave 5,male,60,No partner,No degree,3,Owner,North East
136013607,Wave 5,male,40,Partner,No degree,3,Owner,North East
136013611,Wave 5,female,41,Partner,Degree,3,Owner,North East
136015647,Wave 5,female,58,No partner,No degree,2,Not owner,North East
136015659,Wave 5,female,19,No partner,No degree,Lowest 25%,Not owner,North East
136015655,Wave 5,female,33,No partner,No degree,Lowest 25%,Not owner,North East
136017007,Wave 5,female,30,No partner,No degree,3,Not owner,North East
136017687,Wave 5,female,39,No partner,Degree,3,Owner,North East
136020407,Wave 5,female,44,No partner,No degree,Lowest 25%,Owner,North East
136020411,Wave 5,male,48,No partner,Degree,Highest 25%,Owner,North East
136022447,Wave 5,male,73,Partner,No degree,2,Owner,North East
136022451,Wave 5,female,71,Partner,No degree,2,Owner,North East
136023127,Wave 5,female,42,No partner,No degree,3,Not owner,North East
136023131,Wave 5,male,32,No partner,No degree,Lowest 25%,Not owner,North East
136027891,Wave 5,male,27,Partner,No degree,3,Owner,North East
136027887,Wave 5,female,34,Partner,Degree,Highest 25%,Owner,North East
136030611,Wave 5,male,40,Partner,Degree,3,Owner,North East
136030607,Wave 5,female,36,Partner,Degree,3,Owner,North East
136031967,Wave 5,female,51,No partner,No degree,2,Owner,North East
136034007,Wave 5,female,79,Partner,No degree,2,Owner,North East
136034011,Wave 5,male,73,Partner,No degree,2,Owner,North East
136036727,Wave 5,female,31,Partner,Degree,3,Owner,North East
136036731,Wave 5,male,32,Partner,Degree,Highest 25%,Owner,North East
136038767,Wave 5,female,57,Partner,No degree,Lowest 25%,Not owner,North East
136038771,Wave 5,male,59,Partner,No degree,Highest 25%,Not owner,North East
136041487,Wave 5,female,31,No partner,Degree,3,Not owner,North East
136044207,Wave 5,female,28,No partner,No degree,Lowest 25%,Not owner,North East
136044211,Wave 5,male,37,No partner,No degree,3,Not owner,North East
136050327,Wave 5,male,28,No partner,Degree,2,Not owner,North East
136050331,Wave 5,female,27,No partner,Degree,3,Not owner,North East
136052367,Wave 5,female,70,No partner,No degree,2,Not owner,North East
136054407,Wave 5,female,78,No partner,No degree,Lowest 25%,Owner,North East
136055095,Wave 5,male,29,No partner,No degree,2,Not owner,North East
136055087,Wave 5,male,62,Partner,No degree,3,Owner,North East
136055091,Wave 5,female,58,Partner,No degree,2,Owner,North East
136057127,Wave 5,male,58,No partner,No degree,Lowest 25%,Not owner,North East
136060527,Wave 5,female,59,No partner,No degree,2,Not owner,North East
136061207,Wave 5,female,65,No partner,No degree,3,Owner,North East
136061211,Wave 5,male,68,No partner,Degree,3,Owner,North East
136319686,Wave 5,male,56,No partner,No degree,3,Not owner,North West
136064607,Wave 5,female,58,No partner,No degree,2,Not owner,North West
136068687,Wave 5,female,61,Partner,Degree,2,Owner,North West
136068691,Wave 5,male,53,Partner,No degree,2,Owner,North West
136070047,Wave 5,female,44,No partner,No degree,Lowest 25%,Owner,North West
136072087,Wave 5,female,41,No partner,Degree,Highest 25%,Not owner,North West
136076167,Wave 5,male,83,No partner,No degree,Lowest 25%,Owner,North West
136076847,Wave 5,female,31,Partner,Degree,3,Owner,North West
136076851,Wave 5,male,32,Partner,No degree,2,Owner,North West
136077527,Wave 5,male,65,Partner,No degree,2,Owner,North West
136077535,Wave 5,female,44,No partner,No degree,Highest 25%,Not owner,North West
136077531,Wave 5,female,66,Partner,No degree,Lowest 25%,Owner,North West
136078207,Wave 5,female,55,No partner,No degree,Lowest 25%,Not owner,North West
136080247,Wave 5,male,67,No partner,No degree,2,Not owner,North West
136080251,Wave 5,male,26,No partner,No degree,2,Not owner,North West
136086367,Wave 5,female,32,Partner,No degree,Lowest 25%,Owner,North West
136086371,Wave 5,male,38,Partner,No degree,Highest 25%,Owner,North West
136089087,Wave 5,male,43,No partner,No degree,2,Not owner,North West
136394488,Wave 5,female,33,No partner,No degree,2,Not owner,North West
136091807,Wave 5,female,31,No partner,Degree,Highest 25%,Owner,North West
136489686,Wave 5,male,34,No partner,No degree,3,Owner,North West
136094527,Wave 5,male,66,Partner,No degree,3,Owner,North West
136094531,Wave 5,female,55,Partner,No degree,2,Owner,North West
136095207,Wave 5,male,30,No partner,No degree,Lowest 25%,Not owner,North West
136096567,Wave 5,male,67,No partner,No degree,Highest 25%,Owner,North West
136097247,Wave 5,female,43,Partner,No degree,2,Owner,South West
136097251,Wave 5,male,48,Partner,No degree,3,Owner,South West
136097931,Wave 5,male,36,Partner,No degree,Highest 25%,Owner,North West
136097927,Wave 5,female,35,Partner,Degree,Lowest 25%,Owner,North West
136110847,Wave 5,female,66,No partner,No degree,Lowest 25%,Owner,North West
136113567,Wave 5,male,55,No partner,No degree,3,Not owner,North West
136119011,Wave 5,male,65,Partner,Degree,Lowest 25%,Owner,Scotland
136119007,Wave 5,female,60,Partner,Degree,2,Owner,Scotland
136122411,Wave 5,female,76,Partner,Degree,2,Owner,North West
136122407,Wave 5,male,87,Partner,Degree,Highest 25%,Owner,North West
136123771,Wave 5,male,46,No partner,No degree,Highest 25%,Owner,North West
136123767,Wave 5,female,45,No partner,Degree,Lowest 25%,Not owner,Scotland
136126491,Wave 5,female,36,Partner,Degree,Lowest 25%,Owner,North West
136126487,Wave 5,male,39,Partner,Degree,Highest 25%,Owner,North West
136127847,Wave 5,male,31,Partner,No degree,Highest 25%,Owner,North West
136127851,Wave 5,female,29,Partner,Degree,3,Owner,North West
136129207,Wave 5,female,51,Partner,No degree,2,Not owner,North West
136129211,Wave 5,male,50,Partner,No degree,Lowest 25%,Not owner,North West
136133291,Wave 5,female,65,Partner,Degree,Lowest 25%,Owner,North West
136133287,Wave 5,male,65,Partner,Degree,3,Owner,North West
136136007,Wave 5,female,68,Partner,No degree,Lowest 25%,Not owner,North West
136136011,Wave 5,male,74,Partner,Degree,3,Not owner,North West
136138731,Wave 5,female,23,No partner,No degree,Lowest 25%,Not owner,North West
136140767,Wave 5,male,69,No partner,Degree,2,Not owner,North West
136141447,Wave 5,female,57,Partner,No degree,3,Owner,North West
136141451,Wave 5,male,59,Partner,Degree,Highest 25%,Owner,North West
136142127,Wave 5,male,62,Partner,Degree,Highest 25%,Owner,North West
136143487,Wave 5,male,39,No partner,No degree,Highest 25%,Owner,North West
136144847,Wave 5,male,45,No partner,Degree,3,Owner,North West
136816084,Wave 5,female,33,No partner,No degree,2,Owner,North West
136145527,Wave 5,male,49,No partner,No degree,3,Owner,North West
136146207,Wave 5,male,51,No partner,No degree,Highest 25%,Owner,North West
136148251,Wave 5,female,60,Partner,No degree,Lowest 25%,Owner,North West
136148247,Wave 5,male,65,Partner,No degree,2,Owner,North West
136148931,Wave 5,female,65,Partner,No degree,3,Owner,North West
136148927,Wave 5,male,71,Partner,No degree,3,Owner,North West
136151647,Wave 5,female,41,Partner,No degree,3,Owner,North West
136151655,Wave 5,male,19,No partner,No degree,Lowest 25%,Not owner,North West
136151651,Wave 5,male,45,Partner,Degree,Highest 25%,Owner,North West
136154371,Wave 5,male,41,Partner,No degree,3,Owner,North West
136154367,Wave 5,female,41,Partner,No degree,Lowest 25%,Owner,North West
136157087,Wave 5,male,52,No partner,Degree,Lowest 25%,Owner,North West
136159127,Wave 5,female,58,Partner,Degree,3,Owner,North West
136159131,Wave 5,male,61,Partner,No degree,3,Owner,North West
136159135,Wave 5,male,29,No partner,Degree,3,Owner,West Midlands
136161847,Wave 5,female,65,Partner,No degree,Lowest 25%,Owner,North West
136165247,Wave 5,female,70,Partner,No degree,2,Owner,North West
136720928,Wave 5,female,50,No partner,Degree,Lowest 25%,Not owner,North West
136168651,Wave 5,male,35,Partner,Degree,Highest 25%,Owner,North West
136168647,Wave 5,male,30,Partner,Degree,Highest 25%,Owner,North West
136172727,Wave 5,female,55,Partner,No degree,Highest 25%,Owner,North West
136174767,Wave 5,female,91,No partner,No degree,3,Owner,North West
136174771,Wave 5,female,93,No partner,No degree,Lowest 25%,Owner,North West
136176807,Wave 5,female,66,No partner,No degree,Lowest 25%,Owner,North West
136176811,Wave 5,male,65,No partner,No degree,2,Owner,North West
136177487,Wave 5,male,61,Partner,Degree,3,Owner,North West
136177491,Wave 5,female,57,Partner,Degree,Lowest 25%,Owner,North West
136180891,Wave 5,male,45,Partner,Degree,Highest 25%,Owner,North West
136180887,Wave 5,female,39,Partner,Degree,3,Owner,North West
136181571,Wave 5,female,67,Partner,No degree,Lowest 25%,Owner,North West
136181567,Wave 5,male,68,Partner,No degree,2,Owner,North West
136183607,Wave 5,male,54,Partner,No degree,Highest 25%,Owner,North West
136183611,Wave 5,female,47,Partner,Degree,3,Owner,North West
136183615,Wave 5,male,23,No partner,No degree,3,Not owner,North West
137047962,Wave 5,female,35,No partner,No degree,2,Not owner,North West
136185651,Wave 5,male,76,Partner,No degree,3,Owner,North West
136185647,Wave 5,female,72,Partner,No degree,Lowest 25%,Owner,North West
136187687,Wave 5,male,59,Partner,Degree,Highest 25%,Owner,North West
136188371,Wave 5,male,90,No partner,No degree,3,Owner,North West
136188375,Wave 5,male,57,No partner,No degree,Lowest 25%,Not owner,North West
136189727,Wave 5,female,49,No partner,Degree,Highest 25%,Owner,North West
136193807,Wave 5,female,55,Partner,Degree,2,Owner,North West
136193811,Wave 5,male,61,Partner,Degree,Highest 25%,Owner,North West
136195175,Wave 5,male,31,No partner,No degree,3,Not owner,North West
136195171,Wave 5,male,63,Partner,No degree,2,Owner,North West
136195167,Wave 5,female,62,Partner,No degree,Lowest 25%,Owner,North West
136195851,Wave 5,male,53,Partner,Degree,Lowest 25%,Owner,North West
136195847,Wave 5,female,47,Partner,Degree,Highest 25%,Owner,North West
136197211,Wave 5,female,58,Partner,No degree,2,Owner,North West
136197207,Wave 5,male,74,Partner,No degree,3,Owner,North West
136199927,Wave 5,female,51,No partner,No degree,Lowest 25%,Not owner,North West
136202651,Wave 5,male,61,Partner,Degree,Lowest 25%,Owner,North West
136202647,Wave 5,female,61,Partner,Degree,3,Owner,North West
136204011,Wave 5,female,38,Partner,Degree,Highest 25%,Owner,North West
136204007,Wave 5,male,39,Partner,Degree,Highest 25%,Owner,North West
136206727,Wave 5,female,54,No partner,No degree,Highest 25%,Missing,North West
136212171,Wave 5,female,68,Partner,No degree,Lowest 25%,Owner,North West
136212167,Wave 5,male,72,Partner,Degree,Highest 25%,Owner,North West
136212859,Wave 5,female,17,No partner,Degree,Lowest 25%,Not owner,North West
136212851,Wave 5,male,50,Partner,Degree,Highest 25%,Owner,North West
136212847,Wave 5,female,46,Partner,No degree,3,Owner,North West
136212855,Wave 5,male,21,No partner,Degree,3,Not owner,Yorkshire and the Humber
136213527,Wave 5,male,51,Partner,Degree,Highest 25%,Owner,North West
136213531,Wave 5,female,49,Partner,Degree,Highest 25%,Owner,North West
136214215,Wave 5,male,31,No partner,Degree,2,Not owner,North West
136214211,Wave 5,male,63,Partner,No degree,Highest 25%,Owner,North West
136214207,Wave 5,female,60,Partner,No degree,2,Owner,North West
136214887,Wave 5,female,68,No partner,Degree,2,Owner,North West
136219647,Wave 5,female,62,No partner,Degree,Highest 25%,Owner,North West
136220327,Wave 5,female,65,No partner,No degree,3,Owner,North West
136221007,Wave 5,female,47,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
136221011,Wave 5,male,49,Partner,No degree,3,Owner,Yorkshire and the Humber
