pidp,wave,sex,age,partner,degree,inc4,owner,gor_dv
207931765,Wave 3,female,30,No partner,Degree,2,Not owner,North West
207989565,Wave 3,male,76,No partner,No degree,2,Not owner,South West
217022164,Wave 3,male,30,No partner,No degree,2,Not owner,South West
207991605,Wave 3,female,34,No partner,No degree,2,Not owner,South West
207999769,Wave 3,female,27,No partner,No degree,Lowest 25%,Not owner,West Midlands
207999765,Wave 3,male,29,No partner,No degree,3,Not owner,West Midlands
208006565,Wave 3,female,19,No partner,No degree,2,Owner,North East
208020849,Wave 3,female,49,Partner,No degree,Lowest 25%,Not owner,Scotland
208035809,Wave 3,female,57,Partner,Degree,Highest 25%,Owner,East of England
217600685,Wave 3,male,79,Partner,Degree,3,Owner,Wales
217600689,Wave 3,female,78,Partner,Degree,2,Owner,Wales
217601373,Wave 3,female,22,No partner,No degree,Lowest 25%,Not owner,Wales
217601365,Wave 3,female,61,Partner,No degree,2,Owner,Wales
217602045,Wave 3,female,57,Partner,Degree,Highest 25%,Owner,Wales
217602049,Wave 3,male,55,Partner,Degree,Highest 25%,Owner,Wales
217602725,Wave 3,male,33,No partner,Missing,2,Not owner,Wales
217603409,Wave 3,female,60,Partner,No degree,3,Owner,Wales
217651009,Wave 3,female,54,Partner,No degree,2,Owner,Wales
217651005,Wave 3,male,56,Partner,No degree,Highest 25%,Owner,Wales
217685017,Wave 3,male,41,No partner,No degree,2,Owner,Wales
217685005,Wave 3,female,39,No partner,Degree,2,Owner,Wales
217702689,Wave 3,male,48,Partner,No degree,3,Owner,Wales
217703365,Wave 3,female,80,No partner,Degree,3,Owner,Wales
217739409,Wave 3,male,65,No partner,No degree,Highest 25%,Not owner,Wales
217739405,Wave 3,female,68,No partner,No degree,Lowest 25%,Not owner,Wales
217742125,Wave 3,male,47,Partner,No degree,2,Owner,Wales
217797209,Wave 3,male,74,Partner,Degree,Highest 25%,Owner,Wales
217797205,Wave 3,female,68,Partner,No degree,Lowest 25%,Owner,Wales
217798573,Wave 3,male,19,No partner,No degree,Lowest 25%,Not owner,Wales
217798569,Wave 3,female,51,Partner,No degree,3,Owner,Wales
217798565,Wave 3,male,58,Partner,Degree,3,Owner,Wales
217799245,Wave 3,female,48,No partner,No degree,2,Owner,Wales
217799257,Wave 3,female,20,No partner,No degree,Lowest 25%,Not owner,Wales
217799249,Wave 3,male,23,No partner,No degree,Lowest 25%,Not owner,Wales
217799253,Wave 3,female,20,No partner,No degree,Lowest 25%,Not owner,Wales
217818965,Wave 3,male,66,Partner,No degree,2,Owner,Wales
217818969,Wave 3,female,63,Partner,No degree,Highest 25%,Owner,Wales
217823729,Wave 3,female,76,Partner,No degree,2,Not owner,Wales
217823725,Wave 3,male,78,Partner,No degree,2,Not owner,Wales
217852965,Wave 3,female,70,No partner,No degree,2,Not owner,Wales
217881525,Wave 3,male,78,No partner,Degree,3,Owner,Wales
217882205,Wave 3,female,75,No partner,No degree,2,Owner,Wales
218516649,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,Wales
217883565,Wave 3,male,60,No partner,No degree,Highest 25%,Owner,Wales
217894449,Wave 3,female,47,Partner,No degree,Lowest 25%,Owner,Wales
217901249,Wave 3,male,26,No partner,Degree,2,Not owner,Wales
218615925,Wave 3,male,28,No partner,Degree,2,Not owner,Wales
217901245,Wave 3,female,50,No partner,Degree,Highest 25%,Owner,Wales
217902605,Wave 3,female,43,No partner,Degree,3,Owner,Wales
217938649,Wave 3,male,81,Partner,No degree,2,Owner,Wales
217938645,Wave 3,female,73,Partner,No degree,Lowest 25%,Owner,Wales
217939325,Wave 3,female,45,Partner,No degree,2,Owner,Wales
217939337,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,Wales
217939333,Wave 3,female,22,No partner,No degree,2,Not owner,Wales
217943405,Wave 3,female,72,No partner,No degree,2,Owner,Wales
217944085,Wave 3,male,89,Partner,No degree,Lowest 25%,Owner,Wales
217944089,Wave 3,female,86,Partner,No degree,Lowest 25%,Owner,Wales
217944093,Wave 3,male,54,No partner,No degree,3,Not owner,Wales
217944765,Wave 3,male,78,Partner,No degree,3,Owner,Wales
217944769,Wave 3,female,76,Partner,No degree,2,Owner,Wales
217946129,Wave 3,female,75,Partner,No degree,Lowest 25%,Owner,Wales
217946125,Wave 3,male,77,Partner,No degree,Highest 25%,Owner,Wales
217947485,Wave 3,female,77,No partner,No degree,2,Owner,Wales
217948165,Wave 3,male,65,Partner,Degree,3,Owner,Wales
217949525,Wave 3,female,85,No partner,No degree,Lowest 25%,Owner,Wales
217965849,Wave 3,female,66,Partner,No degree,2,Owner,Wales
217965845,Wave 3,male,69,Partner,No degree,3,Owner,Wales
217983525,Wave 3,male,55,Partner,Degree,Highest 25%,Owner,Wales
217983537,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,Wales
217983529,Wave 3,female,55,Partner,Degree,Lowest 25%,Owner,Wales
217983533,Wave 3,female,20,No partner,No degree,Lowest 25%,Not owner,Wales
217985565,Wave 3,male,40,Partner,No degree,3,Owner,Wales
217985569,Wave 3,female,37,Partner,No degree,3,Owner,Wales
217986929,Wave 3,female,43,Partner,No degree,3,Owner,Wales
217986925,Wave 3,male,44,Partner,No degree,3,Owner,Wales
217997805,Wave 3,female,80,No partner,No degree,2,Owner,Wales
218018893,Wave 3,female,24,No partner,Degree,Lowest 25%,Not owner,Wales
218018885,Wave 3,female,54,Partner,Degree,Lowest 25%,Owner,Wales
218532285,Wave 3,female,27,No partner,No degree,Lowest 25%,Not owner,Wales
218018897,Wave 3,female,21,No partner,No degree,2,Not owner,Wales
218018901,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,Wales
218018889,Wave 3,male,55,Partner,No degree,Highest 25%,Owner,Wales
218019565,Wave 3,female,56,Partner,No degree,3,Owner,Wales
218020245,Wave 3,female,56,No partner,Degree,3,Owner,Wales
218020249,Wave 3,female,24,No partner,No degree,Highest 25%,Not owner,Wales
218033845,Wave 3,female,51,No partner,No degree,3,Owner,Wales
218576485,Wave 3,male,23,No partner,No degree,3,Not owner,Wales
217457964,Wave 3,male,20,No partner,No degree,2,Not owner,Wales
218033849,Wave 3,female,21,No partner,No degree,2,Not owner,Wales
218034529,Wave 3,female,60,Partner,No degree,Lowest 25%,Owner,Wales
218034525,Wave 3,male,68,Partner,Degree,Highest 25%,Owner,Wales
218036565,Wave 3,female,83,No partner,No degree,2,Owner,Wales
218042005,Wave 3,male,60,Partner,No degree,3,Owner,Wales
218042009,Wave 3,female,61,Partner,No degree,2,Owner,Wales
218064445,Wave 3,male,55,No partner,No degree,3,Owner,Wales
218072605,Wave 3,female,57,Partner,Degree,3,Owner,Wales
218072617,Wave 3,male,21,No partner,No degree,Lowest 25%,Not owner,Wales
218072609,Wave 3,male,56,Partner,No degree,3,Owner,Wales
218072613,Wave 3,male,26,No partner,No degree,3,Not owner,Wales
218092325,Wave 3,male,80,Partner,No degree,Lowest 25%,Not owner,Wales
218092329,Wave 3,female,77,Partner,No degree,3,Not owner,Wales
218093009,Wave 3,male,73,Partner,No degree,3,Owner,Wales
218093005,Wave 3,female,72,Partner,No degree,Lowest 25%,Owner,Wales
218101845,Wave 3,female,74,No partner,No degree,3,Owner,Wales
218102529,Wave 3,female,75,Partner,No degree,2,Owner,Wales
218102525,Wave 3,male,75,Partner,No degree,2,Owner,Wales
218110689,Wave 3,female,38,Partner,No degree,3,Owner,Wales
218110685,Wave 3,male,40,Partner,No degree,Highest 25%,Owner,Wales
241318482,Wave 3,male,24,No partner,No degree,2,Not owner,Wales
218114089,Wave 3,female,20,No partner,No degree,2,Not owner,Wales
218114765,Wave 3,female,68,No partner,Degree,3,Owner,Wales
218137889,Wave 3,female,45,Partner,Missing,2,Owner,Wales
218154885,Wave 3,female,39,Partner,No degree,Lowest 25%,Owner,Wales
218154889,Wave 3,male,39,Partner,Degree,Highest 25%,Owner,Wales
218162365,Wave 3,male,47,Partner,Degree,Highest 25%,Owner,Wales
218162373,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,Wales
218162369,Wave 3,female,45,Partner,Degree,Highest 25%,Owner,Wales
218164405,Wave 3,female,42,No partner,No degree,Highest 25%,Owner,Wales
218173925,Wave 3,female,48,Partner,Degree,3,Not owner,Wales
218173929,Wave 3,male,39,Partner,No degree,Highest 25%,Not owner,Wales
218184809,Wave 3,male,56,No partner,No degree,Lowest 25%,Not owner,Wales
218184805,Wave 3,female,63,No partner,No degree,2,Not owner,Wales
218186849,Wave 3,female,69,No partner,No degree,3,Owner,Wales
218199765,Wave 3,female,50,No partner,No degree,3,Owner,Wales
218217445,Wave 3,female,72,No partner,No degree,2,Owner,Wales
218219485,Wave 3,female,51,No partner,No degree,2,Not owner,Wales
217620484,Wave 3,male,50,No partner,No degree,3,Not owner,Wales
241393962,Wave 3,female,21,No partner,Degree,2,Not owner,Wales
218219489,Wave 3,male,22,No partner,No degree,2,Not owner,Wales
218233085,Wave 3,female,39,No partner,No degree,Highest 25%,Owner,Wales
218240565,Wave 3,female,73,No partner,Degree,2,Owner,Wales
218256889,Wave 3,male,49,Partner,Degree,Highest 25%,Owner,Wales
218256893,Wave 3,male,22,No partner,No degree,Lowest 25%,Not owner,Wales
218256885,Wave 3,female,51,Partner,No degree,2,Owner,Wales
218256897,Wave 3,male,19,No partner,No degree,Lowest 25%,Not owner,Wales
218257565,Wave 3,female,64,No partner,No degree,2,Not owner,Wales
218267765,Wave 3,female,58,No partner,No degree,3,Not owner,Wales
218270493,Wave 3,male,23,No partner,No degree,2,Not owner,Wales
218270497,Wave 3,male,21,No partner,No degree,2,Not owner,Wales
218270485,Wave 3,male,47,Partner,No degree,2,Not owner,Wales
218270489,Wave 3,female,45,Partner,No degree,3,Not owner,Wales
218297685,Wave 3,male,29,Partner,No degree,3,Owner,Wales
218297689,Wave 3,female,28,Partner,No degree,3,Owner,Wales
218306525,Wave 3,male,75,No partner,No degree,2,Owner,Wales
218308565,Wave 3,female,52,No partner,No degree,2,Owner,Wales
218308637,Wave 3,male,57,No partner,Degree,3,Not owner,Wales
218312649,Wave 3,female,43,Partner,No degree,2,Owner,Wales
218312657,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,Wales
218357525,Wave 3,male,38,No partner,Degree,Highest 25%,Not owner,South East
218359565,Wave 3,female,62,No partner,No degree,2,Not owner,Wales
218361609,Wave 3,male,65,No partner,No degree,3,Not owner,Wales
218361613,Wave 3,female,68,No partner,No degree,3,Not owner,Wales
218361605,Wave 3,male,59,No partner,No degree,3,Not owner,Wales
218377925,Wave 3,male,29,Partner,No degree,3,Not owner,Wales
218377933,Wave 3,male,17,No partner,Degree,3,Not owner,Wales
218377929,Wave 3,female,37,Partner,No degree,2,Not owner,Wales
218398329,Wave 3,female,41,Partner,No degree,Highest 25%,Not owner,Wales
218398325,Wave 3,male,38,Partner,No degree,Lowest 25%,Not owner,Wales
218398333,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,Wales
218406485,Wave 3,female,25,No partner,No degree,3,Not owner,Wales
218411257,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,Wales
218411245,Wave 3,female,45,Partner,Degree,Lowest 25%,Owner,Wales
218411249,Wave 3,male,43,Partner,No degree,Highest 25%,Owner,Wales
218411253,Wave 3,female,19,No partner,No degree,Lowest 25%,Not owner,South East
218425525,Wave 3,male,29,Partner,No degree,Highest 25%,Owner,Wales
218425529,Wave 3,female,28,Partner,Missing,Lowest 25%,Owner,Wales
218446605,Wave 3,female,59,Partner,No degree,2,Not owner,South West
218479245,Wave 3,female,57,Partner,No degree,Lowest 25%,Not owner,Wales
218479257,Wave 3,male,32,No partner,No degree,2,Not owner,Wales
218479249,Wave 3,male,56,Partner,No degree,3,Not owner,Wales
218479253,Wave 3,male,34,No partner,No degree,3,Not owner,Wales
218496245,Wave 3,female,74,No partner,No degree,Lowest 25%,Not owner,Wales
218496249,Wave 3,male,37,No partner,No degree,2,Not owner,Wales
218517325,Wave 3,female,27,Partner,Degree,3,Owner,Wales
218517329,Wave 3,male,33,Partner,Degree,3,Owner,Wales
218531605,Wave 3,female,66,No partner,No degree,Highest 25%,Not owner,Wales
218533649,Wave 3,female,41,Partner,No degree,2,Owner,Wales
218533645,Wave 3,male,34,Partner,Degree,Highest 25%,Owner,Wales
218539765,Wave 3,female,50,No partner,No degree,Highest 25%,Owner,Wales
218562889,Wave 3,female,26,Partner,Degree,2,Not owner,Wales
218562885,Wave 3,male,29,Partner,No degree,3,Not owner,Wales
218594845,Wave 3,male,34,No partner,No degree,2,Not owner,Wales
218611845,Wave 3,female,40,No partner,No degree,2,Not owner,Wales
218615245,Wave 3,female,28,No partner,Degree,3,Owner,East Midlands
218615249,Wave 3,male,30,No partner,Degree,3,Owner,East Midlands
218616605,Wave 3,female,62,Partner,No degree,Lowest 25%,Owner,Wales
218616609,Wave 3,male,66,Partner,No degree,2,Owner,Wales
218630205,Wave 3,male,66,No partner,No degree,2,Owner,Wales
218641085,Wave 3,female,41,Partner,No degree,3,Owner,Wales
224406805,Wave 3,male,61,Partner,No degree,Highest 25%,Owner,Scotland
224406809,Wave 3,female,61,Partner,Degree,Lowest 25%,Owner,Scotland
224406813,Wave 3,female,29,No partner,No degree,3,Not owner,Scotland
224431965,Wave 3,male,60,Partner,No degree,3,Owner,Scotland
224431969,Wave 3,female,57,Partner,Missing,Lowest 25%,Owner,Scotland
224438765,Wave 3,male,53,Partner,No degree,2,Owner,Scotland
224438769,Wave 3,female,52,Partner,Degree,3,Owner,Scotland
224440129,Wave 3,female,51,Partner,Degree,2,Owner,Scotland
224440125,Wave 3,male,56,Partner,No degree,Lowest 25%,Owner,Scotland
224440133,Wave 3,male,25,No partner,Degree,Lowest 25%,Not owner,Scotland
224448285,Wave 3,male,69,Partner,No degree,Highest 25%,Owner,Scotland
224448289,Wave 3,female,67,Partner,Degree,2,Owner,Scotland
224453045,Wave 3,male,63,Partner,No degree,Highest 25%,Owner,Scotland
224453049,Wave 3,female,44,Partner,Degree,2,Owner,Scotland
224454405,Wave 3,female,79,No partner,No degree,3,Owner,Scotland
224455769,Wave 3,female,73,Partner,No degree,Lowest 25%,Owner,Scotland
224455765,Wave 3,male,73,Partner,Degree,Highest 25%,Owner,Scotland
224458485,Wave 3,male,65,Partner,Degree,3,Owner,Scotland
224458489,Wave 3,female,64,Partner,Degree,2,Owner,Scotland
224469369,Wave 3,male,34,No partner,Degree,Lowest 25%,Not owner,Scotland
224469365,Wave 3,male,70,No partner,No degree,2,Owner,Scotland
224475489,Wave 3,female,78,Partner,No degree,Lowest 25%,Not owner,Scotland
224475485,Wave 3,male,81,Partner,No degree,2,Not owner,Scotland
224497245,Wave 3,male,65,No partner,No degree,2,Owner,Scotland
224506089,Wave 3,male,69,Partner,No degree,2,Owner,Scotland
224506085,Wave 3,female,69,Partner,No degree,Lowest 25%,Owner,Scotland
224508125,Wave 3,female,58,No partner,Degree,Highest 25%,Owner,Scotland
224508129,Wave 3,male,31,No partner,Degree,3,Not owner,Scotland
224508805,Wave 3,male,68,No partner,No degree,Highest 25%,Owner,Scotland
224527165,Wave 3,female,59,No partner,Degree,Highest 25%,Owner,Scotland
224528525,Wave 3,male,45,No partner,Degree,Highest 25%,Owner,Scotland
224528529,Wave 3,female,42,No partner,No degree,2,Owner,Scotland
224529205,Wave 3,male,69,No partner,No degree,3,Owner,Scotland
224529885,Wave 3,female,81,No partner,No degree,3,Not owner,Scotland
224531245,Wave 3,female,35,No partner,No degree,3,Not owner,Scotland
224532605,Wave 3,male,55,Partner,No degree,Highest 25%,Owner,Scotland
224532609,Wave 3,female,55,Partner,Degree,Highest 25%,Owner,Scotland
241917562,Wave 3,male,26,No partner,Degree,3,Owner,Scotland
224532613,Wave 3,female,24,No partner,No degree,Lowest 25%,Owner,Scotland
224544169,Wave 3,male,51,Partner,No degree,3,Owner,Scotland
224544165,Wave 3,female,46,Partner,No degree,2,Owner,Scotland
224549605,Wave 3,female,62,Partner,No degree,2,Not owner,Scotland
224549609,Wave 3,male,61,Partner,No degree,3,Not owner,Scotland
224553005,Wave 3,male,59,No partner,No degree,Highest 25%,Not owner,Scotland
224553689,Wave 3,female,57,Partner,No degree,Lowest 25%,Owner,Scotland
224553685,Wave 3,male,63,Partner,No degree,Highest 25%,Owner,Scotland
224576809,Wave 3,female,59,Partner,No degree,3,Owner,Scotland
224576805,Wave 3,male,67,Partner,No degree,3,Owner,Scotland
224629233,Wave 3,male,29,No partner,No degree,2,Not owner,Scotland
224629237,Wave 3,female,25,No partner,No degree,3,Not owner,Scotland
224684925,Wave 3,female,82,No partner,No degree,2,Owner,Scotland
224700569,Wave 3,female,58,Partner,No degree,Lowest 25%,Owner,Scotland
224700565,Wave 3,male,65,Partner,No degree,3,Owner,Scotland
224716885,Wave 3,male,57,Partner,No degree,2,Owner,Scotland
224716889,Wave 3,female,58,Partner,No degree,Lowest 25%,Owner,Scotland
224718249,Wave 3,male,43,No partner,No degree,3,Not owner,Scotland
224759725,Wave 3,female,59,Partner,No degree,2,Owner,Scotland
224778769,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,Scotland
224778765,Wave 3,female,44,No partner,Degree,2,Not owner,Scotland
224780805,Wave 3,male,68,Partner,No degree,3,Owner,Scotland
224780809,Wave 3,female,72,Partner,No degree,Lowest 25%,Owner,Scotland
224784889,Wave 3,female,45,Partner,Degree,Highest 25%,Not owner,Scotland
224784885,Wave 3,male,48,Partner,No degree,Highest 25%,Not owner,Scotland
224784893,Wave 3,female,21,No partner,No degree,Lowest 25%,Not owner,Scotland
224784897,Wave 3,female,18,No partner,No degree,2,Not owner,Scotland
224856285,Wave 3,female,55,No partner,No degree,2,Not owner,Scotland
224858329,Wave 3,male,65,Partner,No degree,Lowest 25%,Owner,Scotland
224858325,Wave 3,female,61,Partner,Degree,2,Owner,Scotland
224858333,Wave 3,male,35,No partner,Degree,Highest 25%,Not owner,Scotland
224924969,Wave 3,female,46,Partner,Degree,Highest 25%,Owner,Scotland
224924965,Wave 3,male,48,Partner,Degree,Highest 25%,Owner,Scotland
224924973,Wave 3,female,21,No partner,No degree,2,Not owner,Scotland
224925033,Wave 3,male,22,No partner,No degree,3,Not owner,West Midlands
224929725,Wave 3,female,50,No partner,Degree,3,Owner,Scotland
224929729,Wave 3,male,18,No partner,No degree,2,Not owner,Scotland
224937889,Wave 3,female,52,Partner,No degree,2,Owner,Scotland
224937893,Wave 3,male,20,No partner,No degree,2,Not owner,Scotland
224937885,Wave 3,male,61,Partner,Missing,2,Owner,Scotland
224958285,Wave 3,male,81,Partner,No degree,2,Owner,Scotland
224958289,Wave 3,female,80,Partner,No degree,Lowest 25%,Owner,Scotland
224966445,Wave 3,female,48,No partner,Degree,3,Owner,Scotland
224974605,Wave 3,male,60,No partner,Degree,3,Owner,Scotland
224975285,Wave 3,male,36,No partner,No degree,3,Owner,Scotland
224975289,Wave 3,female,29,No partner,No degree,Lowest 25%,Owner,Scotland
225011329,Wave 3,male,37,Partner,Degree,Highest 25%,Owner,Scotland
225011325,Wave 3,female,32,Partner,Degree,3,Owner,Scotland
225014725,Wave 3,female,31,No partner,No degree,3,Not owner,Scotland
225050765,Wave 3,male,43,No partner,No degree,3,Not owner,Scotland
225064365,Wave 3,female,57,No partner,Degree,2,Owner,Scotland
225074573,Wave 3,female,16,No partner,No degree,Lowest 25%,Not owner,Scotland
225074565,Wave 3,female,33,Partner,Degree,3,Owner,Scotland
225074569,Wave 3,male,34,Partner,No degree,Highest 25%,Owner,Scotland
225077285,Wave 3,male,39,No partner,Degree,3,Owner,Scotland
225081365,Wave 3,female,53,No partner,Degree,3,Owner,Scotland
225086805,Wave 3,male,43,Partner,Degree,Highest 25%,Owner,Scotland
225086809,Wave 3,female,44,Partner,Degree,Highest 25%,Owner,Scotland
225091565,Wave 3,male,66,No partner,No degree,3,Not owner,Scotland
225101085,Wave 3,male,59,No partner,No degree,3,Not owner,Scotland
225164329,Wave 3,female,39,No partner,Degree,3,Not owner,Scotland
225445165,Wave 3,female,19,No partner,No degree,Lowest 25%,Not owner,Scotland
225191525,Wave 3,female,81,No partner,No degree,Highest 25%,Not owner,Scotland
225192885,Wave 3,male,43,Partner,Degree,Lowest 25%,Owner,Scotland
225192889,Wave 3,female,35,Partner,Degree,Highest 25%,Owner,Scotland
225203085,Wave 3,male,18,No partner,No degree,2,Not owner,Scotland
225203089,Wave 3,female,55,No partner,No degree,2,Not owner,Scotland
225214645,Wave 3,female,53,Partner,Degree,Highest 25%,Not owner,London
225214653,Wave 3,male,52,Partner,No degree,Highest 25%,Not owner,London
225215329,Wave 3,male,45,Partner,No degree,3,Owner,Scotland
225215325,Wave 3,female,43,Partner,No degree,3,Owner,Scotland
225215337,Wave 3,female,16,No partner,No degree,Lowest 25%,Not owner,Scotland
225220765,Wave 3,female,33,Partner,Degree,Highest 25%,Owner,Scotland
225220769,Wave 3,male,37,Partner,Degree,Highest 25%,Owner,Scotland
225240485,Wave 3,male,55,No partner,No degree,Highest 25%,Owner,Scotland
225273125,Wave 3,male,35,No partner,No degree,3,Not owner,Scotland
225276525,Wave 3,male,30,Partner,Degree,3,Owner,Scotland
225276529,Wave 3,female,28,Partner,Degree,Highest 25%,Owner,Scotland
225282649,Wave 3,female,39,Partner,Degree,Highest 25%,Owner,Scotland
225282645,Wave 3,male,40,Partner,No degree,3,Owner,Scotland
225301005,Wave 3,male,35,No partner,No degree,3,Owner,Scotland
225304409,Wave 3,male,50,Partner,No degree,Highest 25%,Owner,Scotland
225304405,Wave 3,female,46,Partner,Degree,Lowest 25%,Owner,Scotland
225305085,Wave 3,female,38,No partner,No degree,Highest 25%,Not owner,Scotland
225307813,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,Scotland
225307809,Wave 3,female,19,No partner,No degree,2,Not owner,Scotland
225307805,Wave 3,female,38,No partner,Degree,Highest 25%,Owner,Scotland
225332285,Wave 3,female,27,No partner,No degree,3,Owner,Scotland
225332289,Wave 3,male,26,No partner,No degree,3,Owner,Scotland
225385329,Wave 3,female,46,No partner,No degree,Highest 25%,Owner,Scotland
225385325,Wave 3,male,43,No partner,Degree,3,Owner,Scotland
225390765,Wave 3,male,36,No partner,No degree,Highest 25%,Owner,Scotland
225439729,Wave 3,female,31,Partner,Degree,Highest 25%,Owner,North West
225439725,Wave 3,male,31,Partner,No degree,Lowest 25%,Owner,North West
225448565,Wave 3,male,33,No partner,Degree,Lowest 25%,Not owner,Scotland
225455369,Wave 3,male,66,Partner,No degree,3,Not owner,Scotland
225455365,Wave 3,female,67,Partner,Degree,3,Not owner,Scotland
218749444,Wave 3,female,61,Partner,No degree,Lowest 25%,Owner,North East
218749404,Wave 3,male,67,Partner,Degree,3,Owner,North East
227802045,Wave 3,male,37,No partner,Degree,Highest 25%,Owner,North East
227802049,Wave 3,female,39,No partner,Degree,Highest 25%,Not owner,North East
231208165,Wave 3,male,66,No partner,No degree,2,Owner,Northern Ireland
231216329,Wave 3,female,58,Partner,Degree,Lowest 25%,Owner,Northern Ireland
231217685,Wave 3,female,65,No partner,No degree,2,Owner,Northern Ireland
231219725,Wave 3,female,55,No partner,No degree,2,Owner,Northern Ireland
231229245,Wave 3,female,44,No partner,No degree,2,Not owner,Northern Ireland
231229249,Wave 3,female,25,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231276165,Wave 3,female,46,Partner,No degree,2,Owner,Northern Ireland
231276169,Wave 3,male,46,Partner,No degree,Highest 25%,Owner,Northern Ireland
231285005,Wave 3,male,92,No partner,No degree,2,Not owner,Northern Ireland
231293169,Wave 3,female,43,Partner,Degree,Highest 25%,Owner,Northern Ireland
231293165,Wave 3,male,44,Partner,No degree,Highest 25%,Owner,Northern Ireland
231325133,Wave 3,female,34,No partner,No degree,2,Not owner,Northern Ireland
231325125,Wave 3,male,80,Partner,No degree,Lowest 25%,Owner,Northern Ireland
231325137,Wave 3,male,32,No partner,Degree,3,Not owner,Northern Ireland
231325129,Wave 3,female,75,Partner,No degree,Lowest 25%,Owner,Northern Ireland
231333289,Wave 3,female,54,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
231333285,Wave 3,male,59,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
231414213,Wave 3,male,27,No partner,Degree,Lowest 25%,Not owner,Northern Ireland
231414205,Wave 3,male,59,Partner,Degree,Highest 25%,Owner,Northern Ireland
231414221,Wave 3,female,22,No partner,Degree,Lowest 25%,Not owner,Northern Ireland
231414209,Wave 3,female,54,Partner,Degree,Lowest 25%,Owner,Northern Ireland
231414217,Wave 3,male,25,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231421685,Wave 3,male,71,No partner,No degree,2,Owner,Northern Ireland
231430525,Wave 3,female,85,No partner,No degree,2,Not owner,Northern Ireland
231464529,Wave 3,female,39,Partner,Degree,Highest 25%,Owner,Northern Ireland
231468605,Wave 3,female,54,No partner,Degree,3,Owner,Northern Ireland
231503285,Wave 3,male,46,Partner,No degree,Highest 25%,Owner,Northern Ireland
231503289,Wave 3,female,40,Partner,Degree,Highest 25%,Owner,Northern Ireland
231565177,Wave 3,male,20,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231565165,Wave 3,female,44,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
231565169,Wave 3,female,24,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231565185,Wave 3,male,45,Partner,No degree,2,Not owner,Northern Ireland
231565173,Wave 3,female,22,No partner,No degree,2,Not owner,Northern Ireland
231565181,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231571297,Wave 3,female,32,No partner,Degree,3,Not owner,Northern Ireland
231577405,Wave 3,male,64,Partner,Degree,Highest 25%,Owner,Northern Ireland
231577409,Wave 3,female,56,Partner,Degree,Lowest 25%,Owner,Northern Ireland
231578765,Wave 3,male,46,Partner,Degree,Highest 25%,Owner,Northern Ireland
231578769,Wave 3,female,49,Partner,No degree,2,Owner,Northern Ireland
231578773,Wave 3,male,20,No partner,No degree,2,Not owner,East Midlands
231655605,Wave 3,female,31,No partner,No degree,3,Not owner,Northern Ireland
231657649,Wave 3,female,51,Partner,No degree,Highest 25%,Owner,Northern Ireland
231657645,Wave 3,male,49,Partner,No degree,Highest 25%,Owner,Northern Ireland
231657653,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231662409,Wave 3,female,35,Partner,No degree,3,Owner,Northern Ireland
231665129,Wave 3,female,72,Partner,No degree,Lowest 25%,Owner,Northern Ireland
231665133,Wave 3,male,49,No partner,No degree,2,Not owner,Northern Ireland
231665125,Wave 3,male,73,Partner,No degree,2,Owner,Northern Ireland
231667165,Wave 3,female,34,No partner,No degree,3,Not owner,Northern Ireland
231678725,Wave 3,male,69,No partner,Degree,3,Owner,Northern Ireland
231680085,Wave 3,male,46,Partner,Degree,Highest 25%,Owner,Northern Ireland
231680089,Wave 3,female,46,Partner,No degree,Highest 25%,Owner,Northern Ireland
231690289,Wave 3,female,57,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
231690285,Wave 3,male,60,Partner,No degree,2,Not owner,Northern Ireland
231725649,Wave 3,female,21,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231725645,Wave 3,female,48,No partner,No degree,3,Not owner,Northern Ireland
231731085,Wave 3,female,73,No partner,No degree,2,Not owner,Northern Ireland
231735165,Wave 3,female,69,No partner,No degree,2,Not owner,Northern Ireland
231739925,Wave 3,male,80,Partner,No degree,2,Owner,Northern Ireland
231739929,Wave 3,female,79,Partner,No degree,2,Owner,Northern Ireland
231742645,Wave 3,male,38,Partner,No degree,3,Owner,Northern Ireland
231742649,Wave 3,female,33,Partner,Degree,Highest 25%,Owner,Northern Ireland
